pokename,pokerate,waza1,waza2,waza3,waza4,waza5,waza6,waza1r,waza2r,waza3r,waza4r,waza5r,waza6r
ミミッキュ,38.4,じゃれつく,かげうち,つるぎのまい,シャドークロー,のろい,トリックルーム,93.6,89.3,79.3,61.7,30.5,11.0
